,SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
4070,936730,975MFL24AA  ,F ,D,1000.0,1001.0,998.1,1001.0,1001.0,996.5,12,288,288078.0,
4071,936782,922STF24    ,F ,D,1000.0,1000.0,1000.0,1000.0,1000.0,1095.0,1,15,15000.0,
4072,936798,0STF26      ,F ,D,1314.0,1314.0,1314.0,1314.0,1314.0,1295.0,1,17,22338.0,
4073,936953,1025MHFL24  ,F ,D,1013.0,1013.0,1013.0,1013.0,1013.0,1020.0,2,40,40520.0,
4074,936969,995ECL24    ,F ,D,990.99,990.99,980.01,980.41,980.01,991.0,20,787,774998.0,
4075,936971,104ECL24    ,F ,D,1010.65,1010.65,1010.65,1010.65,1010.65,986.0,1,10,10106.0,
4076,936973,0ECL24      ,F ,D,1480.0,1480.0,1480.0,1480.0,1480.0,1508.0,1,200,296000.0,
4077,936975,995ECL29    ,F ,D,978.0,978.0,935.0,939.51,950.0,950.0,14,2932,2851328.0,
4078,937009,86LTFH24    ,F ,D,1003.85,1003.85,1003.85,1003.85,1003.85,1000.3,1,70,70269.0,
4079,937013,829LTFH24   ,F ,D,1004.99,1004.99,1001.0,1001.4,1001.0,1005.0,7,79,79218.0,
4080,937017,865LTFH26   ,F ,D,1008.01,1008.01,1008.01,1008.01,1008.01,1013.0,1,75,75600.0,
4081,937023,975MFL24BB  ,F ,D,1002.1,1002.1,1002.1,1002.1,1002.1,1001.0,2,50,50105.0,
4082,937075,0STFCL25    ,F ,D,1402.0,1402.0,1402.0,1402.0,1402.0,1398.0,3,98,137396.0,
4083,937085,98NWFL25    ,F ,D,962.0,995.0,962.0,990.0,990.0,1001.0,9,87,86068.0,
4084,937091,98NWFL30    ,F ,D,1000.0,1000.0,999.0,999.0,999.0,1009.0,2,1436,1434565.0,
4085,937101,95MFL25     ,F ,D,1004.0,1004.0,955.0,971.33,955.0,1004.0,2,336,326368.0,
4086,937237,1175KLM25   ,F ,D,1035.0,1035.0,1035.0,1035.0,1035.0,1035.0,1,18,18630.0,
4087,937271,105MMFL25B  ,F ,D,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1,1,1000.0,
4088,937307,0MFL25D     ,F ,D,1263.22,1263.22,1263.22,1263.22,1263.22,1263.22,1,50,63161.0,
4089,937331,105MMFL25C  ,F ,D,1000.0,1004.0,1000.0,1003.2,1004.0,1005.0,2,50,50160.0,
4090,937339,939EFSL26   ,F ,D,953.99,953.99,945.21,949.69,950.49,954.0,15,283,268783.0,
4091,937349,MFLI24      ,F ,D,996.0,996.0,996.0,996.0,996.0,999.0,1,50,49800.0,
